order_id,customer_id,restaurant_id,order_date,day_of_week,order_hour,order_value,cuisine,restaurant_rating,delivery_time_min,customer_rating,discount_used,occasion,repeat_order
O005879,C0385,R0087,2026-07-02,Thursday,20,588,Cafe,4.3,36,4,1,Routine,1
O005880,C0385,R0087,2025-09-12,Friday,19,695,Cafe,4.3,36,5,0,Date Night,1
O005881,C0385,R0120,2025-12-06,Saturday,20,814,Biryani,4.0,39,3,0,Movie Night,1
O005882,C0385,R0001,2025-09-02,Tuesday,17,278,South Indian,3.9,38,5,1,Family,1
O005883,C0385,R0142,2026-04-10,Friday,20,641,South Indian,4.4,36,4,1,Friends,0
O005884,C0385,R0120,2026-08-21,Friday,13,562,Biryani,4.0,39,4,1,Work Lunch,1
O005885,C0385,R0013,2025-11-19,Wednesday,19,954,South Indian,4.1,44,5,0,Family,0
O005886,C0385,R0057,2026-06-07,Sunday,17,307,Maharashtrian,4.6,32,5,0,Routine,0
O005887,C0385,R0101,2025-10-06,Monday,22,286,Chinese,4.2,27,5,0,Routine,0
O005888,C0386,R0037,2026-02-18,Wednesday,17,413,Maharashtrian,4.6,45,4,0,Work Lunch,1
O005889,C0386,R0037,2025-12-30,Tuesday,18,405,Maharashtrian,4.6,45,4,0,Date Night,1
O005890,C0386,R0060,2026-03-11,Wednesday,18,342,Italian,4.3,43,5,1,Movie Night,1
O005891,C0386,R0012,2025-10-14,Tuesday,17,366,Pizza,3.3,27,5,1,Routine,1
O005892,C0386,R0094,2026-04-17,Friday,17,431,Italian,4.4,42,3,1,Routine,1
O005893,C0386,R0086,2025-12-25,Thursday,17,213,Italian,4.4,23,5,1,Friends,1
O005894,C0386,R0086,2025-10-07,Tuesday,13,284,Italian,4.4,23,5,1,Family,1
O005895,C0386,R0086,2026-06-11,Thursday,8,259,Italian,4.4,23,3,0,Routine,1
O005896,C0386,R0086,2025-12-23,Tuesday,21,233,Italian,4.4,23,3,0,Routine,1
O005897,C0386,R0114,2026-01-23,Friday,12,247,Chinese,3.6,33,5,1,Work Lunch,0
O005898,C0386,R0060,2026-03-25,Wednesday,20,297,Italian,4.3,43,3,1,Family,1
O005899,C0386,R0086,2026-07-26,Sunday,20,370,Italian,4.4,23,4,1,Movie Night,1
O005900,C0386,R0060,2026-01-31,Saturday,13,367,Italian,4.3,43,5,1,Routine,1
O005901,C0386,R0094,2026-05-15,Friday,10,338,Italian,4.4,42,4,1,Routine,1
O005902,C0386,R0094,2025-09-06,Saturday,19,456,Italian,4.4,42,5,1,Routine,1
O005903,C0386,R0094,2025-12-05,Friday,12,323,Italian,4.4,42,5,0,Date Night,1
O005904,C0386,R0012,2026-01-08,Thursday,10,377,Pizza,3.3,27,4,1,Routine,1
O005905,C0386,R0060,2026-05-22,Friday,8,320,Italian,4.3,43,5,0,Date Night,1
O005906,C0386,R0035,2026-01-20,Tuesday,9,444,Desserts,4.6,27,5,1,Work Lunch,0
O005907,C0386,R0068,2025-11-05,Wednesday,13,499,Thai,4.3,20,5,1,Routine,1
O005908,C0386,R0068,2026-02-18,Wednesday,14,539,Thai,4.3,20,3,0,Routine,1
O005909,C0386,R0037,2026-03-24,Tuesday,20,329,Maharashtrian,4.6,45,4,0,Routine,1
O005910,C0386,R0089,2026-06-02,Tuesday,14,454,Chinese,3.9,30,4,0,Routine,0
O005911,C0386,R0037,2026-01-24,Saturday,20,441,Maharashtrian,4.6,45,4,0,Late Night,1
O005912,C0386,R0094,2026-03-17,Tuesday,10,206,Italian,4.4,42,5,0,Movie Night,1
O005913,C0386,R0037,2026-06-17,Wednesday,23,436,Maharashtrian,4.6,45,4,1,Work Lunch,1
O005914,C0386,R0060,2025-11-24,Monday,13,460,Italian,4.3,43,3,1,Routine,1
O005915,C0386,R0086,2026-04-21,Tuesday,8,291,Italian,4.4,23,4,0,Routine,1
O005916,C0386,R0086,2025-12-20,Saturday,12,294,Italian,4.4,23,4,1,Friends,1
O005917,C0386,R0018,2026-07-16,Thursday,23,302,Pizza,3.5,47,5,0,Routine,0
O005918,C0386,R0094,2026-07-06,Monday,13,317,Italian,4.4,42,3,1,Work Lunch,1
O005919,C0387,R0055,2025-12-24,Wednesday,9,808,Biryani,3.6,31,2,1,Routine,0
O005920,C0387,R0003,2026-06-04,Thursday,23,210,Chinese,4.0,24,5,1,Routine,0
O005921,C0387,R0063,2026-03-19,Thursday,12,264,Pizza,4.2,32,4,1,Routine,0
O005922,C0387,R0137,2025-09-12,Friday,10,293,Chinese,4.3,35,5,1,Family,0
O005923,C0387,R0146,2026-03-21,Saturday,10,192,Chinese,3.2,28,4,1,Movie Night,0
O005924,C0387,R0034,2026-08-21,Friday,20,411,Burgers,4.8,40,5,1,Family,1
O005925,C0387,R0051,2026-04-16,Thursday,10,570,Desserts,4.1,22,5,1,Routine,1
O005926,C0387,R0029,2026-01-31,Saturday,10,1060,Chinese,4.3,43,4,1,Family,0
O005927,C0387,R0057,2025-11-08,Saturday,8,272,Maharashtrian,4.6,32,4,1,Routine,0
O005928,C0387,R0135,2026-03-29,Sunday,18,634,Desserts,4.2,31,4,1,Family,0
O005929,C0387,R0113,2025-12-01,Monday,9,519,Healthy,4.2,42,4,1,Work Lunch,0
O005930,C0387,R0134,2026-01-03,Saturday,20,747,Maharashtrian,4.3,28,4,0,Routine,1
O005931,C0387,R0100,2026-03-28,Saturday,17,224,Chinese,4.4,29,4,1,Family,0
O005932,C0387,R0051,2026-05-03,Sunday,8,359,Desserts,4.1,22,4,1,Work Lunch,1
O005933,C0387,R0034,2025-11-05,Wednesday,14,501,Burgers,4.8,40,3,1,Date Night,1
O005934,C0387,R0001,2025-12-21,Sunday,9,302,South Indian,3.9,38,5,1,Movie Night,0
O005935,C0387,R0134,2026-06-29,Monday,10,536,Maharashtrian,4.3,28,3,1,Family,1
O005936,C0387,R0142,2026-02-03,Tuesday,19,902,South Indian,4.4,36,5,1,Date Night,0
O005937,C0387,R0134,2026-03-04,Wednesday,8,837,Maharashtrian,4.3,28,5,1,Routine,1
O005938,C0387,R0009,2025-09-25,Thursday,17,397,Biryani,4.4,30,4,1,Routine,0
O005939,C0387,R0134,2026-06-28,Sunday,8,788,Maharashtrian,4.3,28,3,0,Routine,1
O005940,C0388,R0072,2026-01-02,Friday,21,283,Cafe,4.4,19,4,1,Routine,1
O005941,C0388,R0008,2026-03-12,Thursday,20,579,Biryani,3.9,25,5,1,Routine,0
O005942,C0388,R0122,2026-07-08,Wednesday,18,132,North Indian,4.0,35,4,0,Routine,1
O005943,C0388,R0122,2025-10-03,Friday,8,268,North Indian,4.0,35,5,1,Routine,1
O005944,C0388,R0108,2025-09-13,Saturday,10,223,North Indian,4.5,36,5,1,Friends,1
O005945,C0388,R0019,2026-07-30,Thursday,14,335,Biryani,4.1,34,4,0,Work Lunch,1
O005946,C0388,R0036,2026-03-13,Friday,10,710,Biryani,3.9,40,4,0,Routine,1
O005947,C0388,R0033,2026-02-23,Monday,17,447,Cafe,4.2,33,3,0,Friends,1
O005948,C0388,R0066,2026-08-14,Friday,13,810,Pizza,4.3,30,4,1,Friends,0
O005949,C0388,R0036,2025-10-04,Saturday,19,812,Biryani,3.9,40,5,0,Friends,1
O005950,C0388,R0108,2026-03-02,Monday,20,276,North Indian,4.5,36,2,0,Routine,1
O005951,C0388,R0072,2026-04-20,Monday,20,366,Cafe,4.4,19,3,1,Late Night,1
O005952,C0388,R0005,2025-11-14,Friday,12,578,Pizza,4.0,36,4,0,Routine,1
O005953,C0388,R0108,2026-02-25,Wednesday,22,208,North Indian,4.5,36,5,1,Date Night,1
O005954,C0388,R0033,2025-12-22,Monday,10,429,Cafe,4.2,33,5,0,Date Night,1
O005955,C0388,R0111,2025-10-14,Tuesday,17,419,Desserts,3.6,21,4,0,Friends,0
O005956,C0388,R0056,2026-04-29,Wednesday,18,502,Biryani,3.8,49,4,1,Movie Night,0
O005957,C0388,R0048,2026-06-02,Tuesday,23,169,Cafe,4.6,29,5,0,Routine,0
O005958,C0388,R0005,2026-02-18,Wednesday,17,615,Pizza,4.0,36,5,0,Routine,1
O005959,C0388,R0144,2026-01-27,Tuesday,12,284,Burgers,4.2,23,4,1,Work Lunch,1
O005960,C0388,R0081,2025-11-01,Saturday,20,366,Pizza,4.1,42,5,0,Routine,0
O005961,C0388,R0058,2026-03-01,Sunday,12,463,North Indian,4.7,24,4,0,Friends,0
O005962,C0388,R0019,2026-08-26,Wednesday,9,380,Biryani,4.1,34,3,1,Movie Night,1
O005963,C0388,R0108,2026-08-11,Tuesday,18,361,North Indian,4.5,36,4,1,Late Night,1
O005964,C0388,R0044,2026-04-09,Thursday,17,267,Thai,4.2,17,4,1,Friends,0
O005965,C0388,R0144,2026-02-23,Monday,8,196,Burgers,4.2,23,5,1,Routine,1
O005966,C0388,R0122,2026-08-05,Wednesday,18,372,North Indian,4.0,35,3,0,Friends,1
O005967,C0389,R0031,2026-04-04,Saturday,9,400,Italian,4.2,31,4,0,Routine,0
O005968,C0389,R0110,2026-06-23,Tuesday,10,249,Italian,4.7,33,3,0,Family,0
O005969,C0389,R0007,2026-08-26,Wednesday,21,907,Chinese,4.2,23,4,0,Routine,1
O005970,C0389,R0104,2026-06-09,Tuesday,8,728,Cafe,4.3,38,5,0,Work Lunch,0
O005971,C0389,R0107,2025-10-09,Thursday,23,306,Healthy,4.0,48,3,0,Friends,0
O005972,C0389,R0030,2025-10-02,Thursday,10,310,Thai,4.0,38,3,0,Routine,0
O005973,C0389,R0067,2025-10-07,Tuesday,21,358,Cafe,3.9,32,5,1,Routine,0
O005974,C0389,R0133,2026-05-04,Monday,21,501,Chinese,3.6,43,4,0,Family,1
O005975,C0389,R0007,2026-04-16,Thursday,8,732,Chinese,4.2,23,3,0,Work Lunch,1
O005976,C0389,R0070,2026-05-04,Monday,21,234,Cafe,3.6,24,4,1,Work Lunch,0
O005977,C0389,R0136,2026-02-20,Friday,12,296,Chinese,3.6,45,5,1,Routine,0
O005978,C0389,R0099,2025-12-12,Friday,21,215,North Indian,3.8,28,4,0,Work Lunch,0
O005979,C0389,R0124,2026-06-05,Friday,14,182,Healthy,4.4,15,5,1,Family,0
O005980,C0389,R0133,2025-10-08,Wednesday,10,372,Chinese,3.6,43,5,0,Work Lunch,1
O005981,C0390,R0025,2026-07-24,Friday,19,894,Cafe,4.1,35,5,0,Friends,0
O005982,C0390,R0049,2026-07-30,Thursday,19,414,Desserts,4.6,22,4,0,Work Lunch,0
O005983,C0390,R0126,2025-12-23,Tuesday,18,413,Italian,4.1,21,4,0,Routine,0
O005984,C0390,R0092,2026-01-26,Monday,10,757,South Indian,4.5,15,4,0,Family,0
O005985,C0390,R0131,2025-12-09,Tuesday,8,693,South Indian,4.4,28,3,0,Routine,0
O005986,C0391,R0113,2026-01-05,Monday,18,616,Healthy,4.2,42,5,0,Movie Night,1
O005987,C0391,R0145,2026-01-05,Monday,20,848,South Indian,4.5,28,5,0,Date Night,0
O005988,C0391,R0113,2026-06-18,Thursday,22,358,Healthy,4.2,42,5,0,Routine,1
O005989,C0391,R0034,2026-01-04,Sunday,22,555,Burgers,4.8,40,4,0,Friends,0
O005990,C0391,R0101,2025-12-17,Wednesday,10,437,Chinese,4.2,27,5,0,Routine,0
O005991,C0391,R0010,2026-02-25,Wednesday,20,230,Desserts,3.5,15,4,0,Friends,0
O005992,C0391,R0116,2026-05-17,Sunday,17,364,Maharashtrian,4.2,35,5,0,Work Lunch,0
O005993,C0391,R0065,2025-12-17,Wednesday,10,642,Healthy,4.8,37,5,0,Late Night,0
O005994,C0391,R0023,2026-06-03,Wednesday,22,745,Cafe,4.1,21,3,0,Routine,0
O005995,C0391,R0150,2026-05-11,Monday,21,542,Maharashtrian,4.0,36,3,1,Family,0
O005996,C0392,R0121,2026-08-17,Monday,18,333,Italian,4.8,41,4,1,Work Lunch,0
O005997,C0392,R0031,2026-06-20,Saturday,9,332,Italian,4.2,31,4,1,Movie Night,0
O005998,C0392,R0057,2026-02-23,Monday,12,404,Maharashtrian,4.6,32,5,1,Movie Night,0
O005999,C0392,R0011,2025-11-12,Wednesday,8,385,Chinese,4.0,36,3,1,Routine,0
O006000,C0392,R0087,2026-01-20,Tuesday,21,660,Cafe,4.3,36,2,1,Movie Night,0
O006001,C0392,R0094,2026-03-19,Thursday,23,359,Italian,4.4,42,3,1,Work Lunch,0
O006002,C0392,R0129,2026-08-26,Wednesday,17,262,Cafe,4.6,46,4,1,Work Lunch,0
O006003,C0392,R0124,2025-12-05,Friday,17,403,Healthy,4.4,15,5,0,Work Lunch,0
O006004,C0392,R0046,2025-12-23,Tuesday,14,596,South Indian,4.4,45,5,1,Routine,0
O006005,C0392,R0024,2025-11-14,Friday,18,629,Burgers,4.1,43,4,1,Routine,0
O006006,C0393,R0140,2026-01-23,Friday,14,456,Biryani,4.5,15,5,0,Late Night,1
O006007,C0393,R0091,2025-12-23,Tuesday,23,329,Biryani,4.0,34,3,0,Movie Night,1
O006008,C0393,R0140,2026-05-10,Sunday,14,380,Biryani,4.5,15,4,1,Friends,1
O006009,C0393,R0140,2026-02-09,Monday,23,364,Biryani,4.5,15,5,0,Work Lunch,1
O006010,C0393,R0050,2026-04-30,Thursday,17,695,Biryani,4.0,26,5,1,Routine,1
O006011,C0393,R0042,2026-04-15,Wednesday,19,262,Chinese,4.4,21,5,0,Routine,0
O006012,C0393,R0071,2026-04-08,Wednesday,10,272,South Indian,4.1,48,4,0,Routine,0
O006013,C0393,R0091,2026-06-24,Wednesday,13,296,Biryani,4.0,34,3,0,Friends,1
O006014,C0393,R0052,2025-11-02,Sunday,8,360,Thai,4.7,29,3,0,Routine,1
O006015,C0393,R0052,2026-07-19,Sunday,10,330,Thai,4.7,29,4,0,Routine,1
O006016,C0393,R0038,2026-04-01,Wednesday,20,670,Chinese,4.0,29,3,0,Routine,0
O006017,C0393,R0050,2026-06-19,Friday,17,771,Biryani,4.0,26,5,0,Routine,1
O006018,C0393,R0050,2026-06-02,Tuesday,14,609,Biryani,4.0,26,5,1,Movie Night,1
O006019,C0393,R0050,2025-11-14,Friday,21,584,Biryani,4.0,26,3,1,Routine,1
O006020,C0393,R0140,2026-04-05,Sunday,23,378,Biryani,4.5,15,5,1,Routine,1
O006021,C0393,R0016,2026-04-19,Sunday,17,494,Burgers,4.5,33,5,0,Friends,1
O006022,C0393,R0140,2025-12-02,Tuesday,20,399,Biryani,4.5,15,4,0,Late Night,1
O006023,C0393,R0016,2026-02-12,Thursday,22,440,Burgers,4.5,33,4,0,Routine,1
O006024,C0394,R0073,2026-04-15,Wednesday,20,990,Maharashtrian,4.4,18,4,0,Date Night,1
O006025,C0394,R0134,2026-01-11,Sunday,21,774,Maharashtrian,4.3,28,4,0,Movie Night,1
O006026,C0394,R0145,2025-11-11,Tuesday,9,908,South Indian,4.5,28,5,0,Routine,1
O006027,C0394,R0101,2025-10-28,Tuesday,13,357,Chinese,4.2,27,4,0,Work Lunch,0
O006028,C0394,R0148,2026-08-04,Tuesday,14,450,Burgers,3.8,32,4,0,Movie Night,0
O006029,C0394,R0087,2025-12-06,Saturday,10,681,Cafe,4.3,36,5,1,Date Night,0
O006030,C0394,R0145,2026-01-29,Thursday,18,632,South Indian,4.5,28,3,1,Work Lunch,1
O006031,C0394,R0149,2026-08-21,Friday,22,255,North Indian,4.7,34,5,0,Friends,0
O006032,C0394,R0076,2026-08-25,Tuesday,8,548,Healthy,3.8,19,5,1,Routine,0
O006033,C0394,R0113,2026-02-25,Wednesday,18,657,Healthy,4.2,42,3,0,Friends,1
O006034,C0394,R0113,2026-04-27,Monday,10,626,Healthy,4.2,42,5,1,Work Lunch,1
O006035,C0394,R0137,2026-05-26,Tuesday,13,362,Chinese,4.3,35,2,0,Friends,1
O006036,C0394,R0145,2025-09-28,Sunday,18,602,South Indian,4.5,28,4,1,Routine,1
O006037,C0394,R0003,2025-12-28,Sunday,21,211,Chinese,4.0,24,5,1,Family,1
O006038,C0394,R0134,2025-11-09,Sunday,9,647,Maharashtrian,4.3,28,5,1,Routine,1
O006039,C0394,R0137,2026-06-13,Saturday,21,377,Chinese,4.3,35,4,1,Movie Night,1
O006040,C0394,R0120,2025-11-14,Friday,23,601,Biryani,4.0,39,4,1,Routine,0
O006041,C0394,R0134,2026-04-17,Friday,21,603,Maharashtrian,4.3,28,5,1,Friends,1
O006042,C0394,R0003,2025-11-20,Thursday,22,282,Chinese,4.0,24,4,1,Routine,1
O006043,C0394,R0073,2026-06-19,Friday,22,997,Maharashtrian,4.4,18,5,1,Friends,1
O006044,C0394,R0142,2026-02-11,Wednesday,9,594,South Indian,4.4,36,5,1,Friends,0
O006045,C0395,R0095,2026-03-23,Monday,18,660,North Indian,3.8,25,5,0,Work Lunch,0
O006046,C0395,R0115,2026-04-17,Friday,8,541,Biryani,3.6,38,5,1,Work Lunch,0
O006047,C0395,R0067,2026-03-29,Sunday,21,373,Cafe,3.9,32,4,0,Routine,0
O006048,C0395,R0050,2025-11-12,Wednesday,23,674,Biryani,4.0,26,4,0,Late Night,0
O006049,C0395,R0136,2026-05-26,Tuesday,17,465,Chinese,3.6,45,5,0,Routine,0
O006050,C0395,R0018,2025-10-29,Wednesday,9,298,Pizza,3.5,47,3,1,Late Night,0
O006051,C0395,R0107,2025-11-18,Tuesday,8,299,Healthy,4.0,48,2,0,Movie Night,0
O006052,C0396,R0017,2025-09-27,Saturday,22,372,Chinese,4.4,65,5,0,Friends,0
O006053,C0396,R0054,2026-01-29,Thursday,19,555,Chinese,3.6,34,4,0,Movie Night,0
O006054,C0396,R0084,2025-11-05,Wednesday,17,802,Desserts,4.1,32,4,0,Date Night,1
O006055,C0396,R0085,2026-06-07,Sunday,12,295,Desserts,3.4,26,4,1,Routine,0
O006056,C0396,R0084,2025-12-19,Friday,17,628,Desserts,4.1,32,4,0,Movie Night,1
O006057,C0396,R0097,2026-08-13,Thursday,20,280,Chinese,4.9,24,3,1,Work Lunch,0
O006058,C0396,R0084,2026-05-20,Wednesday,10,767,Desserts,4.1,32,3,0,Late Night,1
O006059,C0396,R0121,2026-08-21,Friday,19,438,Italian,4.8,41,5,1,Family,0
O006060,C0396,R0041,2026-05-15,Friday,22,1015,Biryani,4.5,30,5,1,Date Night,0
O006061,C0396,R0096,2025-10-15,Wednesday,22,462,Chinese,4.1,24,4,1,Routine,1
O006062,C0396,R0096,2025-09-06,Saturday,14,403,Chinese,4.1,24,4,0,Friends,1
O006063,C0396,R0045,2026-01-09,Friday,20,1029,Maharashtrian,4.7,38,4,0,Movie Night,0
O006064,C0396,R0078,2026-04-12,Sunday,20,293,Biryani,3.7,15,4,0,Routine,0
O006065,C0396,R0064,2026-06-16,Tuesday,14,1029,North Indian,3.9,53,5,0,Movie Night,1
O006066,C0396,R0026,2026-01-23,Friday,20,487,Healthy,4.0,38,5,0,Friends,1
O006067,C0396,R0084,2025-09-28,Sunday,9,851,Desserts,4.1,32,3,0,Movie Night,1
O006068,C0396,R0064,2025-11-15,Saturday,13,1134,North Indian,3.9,53,5,1,Friends,1
O006069,C0396,R0026,2025-10-19,Sunday,20,599,Healthy,4.0,38,5,0,Late Night,1
O006070,C0396,R0084,2026-03-12,Thursday,8,629,Desserts,4.1,32,4,1,Movie Night,1
O006071,C0396,R0084,2025-09-02,Tuesday,9,613,Desserts,4.1,32,4,1,Routine,1
O006072,C0397,R0067,2026-02-18,Wednesday,13,348,Cafe,3.9,32,4,1,Work Lunch,1
O006073,C0397,R0067,2026-05-03,Sunday,14,515,Cafe,3.9,32,5,1,Date Night,1
O006074,C0397,R0105,2026-05-31,Sunday,22,288,North Indian,3.8,47,4,0,Friends,1
O006075,C0397,R0077,2026-08-30,Sunday,21,969,Maharashtrian,4.0,41,3,1,Routine,1
O006076,C0397,R0139,2025-09-26,Friday,12,410,North Indian,4.4,29,4,1,Late Night,1
O006077,C0397,R0077,2026-05-20,Wednesday,20,927,Maharashtrian,4.0,41,4,1,Friends,1
O006078,C0397,R0099,2025-09-20,Saturday,13,268,North Indian,3.8,28,4,0,Routine,0
O006079,C0397,R0105,2025-10-06,Monday,8,356,North Indian,3.8,47,3,0,Routine,1
O006080,C0397,R0125,2026-01-19,Monday,12,352,Pizza,3.8,29,5,0,Routine,1
O006081,C0397,R0105,2026-03-28,Saturday,17,324,North Indian,3.8,47,4,1,Movie Night,1
O006082,C0397,R0046,2026-02-23,Monday,9,322,South Indian,4.4,45,5,0,Friends,0
O006083,C0397,R0024,2026-02-18,Wednesday,12,858,Burgers,4.1,43,4,1,Family,0
O006084,C0397,R0139,2026-08-03,Monday,9,372,North Indian,4.4,29,5,1,Routine,1
O006085,C0397,R0125,2026-07-29,Wednesday,12,314,Pizza,3.8,29,4,1,Work Lunch,1
O006086,C0397,R0006,2026-04-24,Friday,14,558,Chinese,3.5,26,5,1,Work Lunch,1
O006087,C0397,R0129,2025-09-27,Saturday,12,252,Cafe,4.6,46,4,0,Routine,0
O006088,C0397,R0105,2026-07-26,Sunday,8,434,North Indian,3.8,47,4,1,Routine,1
O006089,C0397,R0104,2026-03-27,Friday,19,585,Cafe,4.3,38,4,1,Late Night,0
O006090,C0397,R0006,2026-03-16,Monday,13,599,Chinese,3.5,26,4,0,Work Lunch,1
O006091,C0397,R0125,2026-05-09,Saturday,18,264,Pizza,3.8,29,5,1,Family,1
O006092,C0397,R0032,2025-09-20,Saturday,9,464,Italian,4.3,34,3,0,Late Night,0
O006093,C0397,R0123,2026-07-10,Friday,8,931,South Indian,3.8,37,4,0,Routine,0
O006094,C0398,R0088,2026-04-26,Sunday,23,312,Biryani,4.1,33,4,1,Movie Night,1
O006095,C0398,R0038,2025-10-24,Friday,17,607,Chinese,4.0,29,4,0,Movie Night,1
O006096,C0398,R0140,2026-05-29,Friday,22,465,Biryani,4.5,15,4,0,Family,0
O006097,C0398,R0038,2026-08-28,Friday,12,550,Chinese,4.0,29,3,0,Work Lunch,1
O006098,C0398,R0088,2025-10-24,Friday,17,397,Biryani,4.1,33,4,1,Routine,1
O006099,C0398,R0050,2026-03-08,Sunday,19,696,Biryani,4.0,26,5,1,Late Night,1
O006100,C0398,R0050,2026-04-07,Tuesday,23,679,Biryani,4.0,26,5,0,Family,1
O006101,C0398,R0052,2026-04-06,Monday,9,508,Thai,4.7,29,4,1,Routine,0
O006102,C0398,R0091,2026-06-21,Sunday,18,275,Biryani,4.0,34,4,0,Movie Night,0
O006103,C0398,R0038,2026-03-18,Wednesday,18,456,Chinese,4.0,29,4,1,Work Lunch,1
O006104,C0398,R0016,2026-09-01,Tuesday,19,499,Burgers,4.5,33,4,1,Routine,0
O006105,C0399,R0054,2025-12-12,Friday,10,651,Chinese,3.6,34,5,1,Work Lunch,1
O006106,C0399,R0130,2026-05-03,Sunday,8,402,South Indian,4.1,26,4,0,Friends,1
O006107,C0399,R0014,2025-09-16,Tuesday,14,554,Maharashtrian,4.1,35,4,0,Late Night,1
O006108,C0399,R0102,2026-06-03,Wednesday,12,946,Cafe,3.7,34,4,1,Work Lunch,0
O006109,C0399,R0098,2026-01-10,Saturday,14,550,Burgers,4.1,33,5,0,Friends,1
O006110,C0399,R0026,2025-10-06,Monday,20,597,Healthy,4.0,38,3,0,Routine,0
O006111,C0399,R0062,2026-02-16,Monday,18,382,Maharashtrian,3.7,23,5,1,Friends,0
O006112,C0399,R0045,2026-06-08,Monday,14,1035,Maharashtrian,4.7,38,4,0,Routine,0
O006113,C0399,R0014,2026-01-02,Friday,12,673,Maharashtrian,4.1,35,5,1,Family,1
O006114,C0399,R0095,2026-07-02,Thursday,23,570,North Indian,3.8,25,4,0,Date Night,1
O006115,C0399,R0130,2025-11-24,Monday,13,368,South Indian,4.1,26,3,0,Routine,1
O006116,C0399,R0095,2026-03-25,Wednesday,21,469,North Indian,3.8,25,5,1,Routine,1
O006117,C0399,R0095,2026-04-29,Wednesday,23,644,North Indian,3.8,25,4,1,Friends,1
O006118,C0399,R0004,2026-02-20,Friday,19,227,South Indian,4.4,43,4,1,Routine,0
O006119,C0399,R0017,2026-08-16,Sunday,14,313,Chinese,4.4,65,5,1,Family,0
O006120,C0399,R0085,2026-01-17,Saturday,17,320,Desserts,3.4,26,4,1,Work Lunch,1
O006121,C0399,R0130,2026-05-08,Friday,20,434,South Indian,4.1,26,5,0,Movie Night,1
O006122,C0399,R0121,2025-09-04,Thursday,23,300,Italian,4.8,41,5,0,Routine,0
O006123,C0399,R0054,2025-11-18,Tuesday,23,516,Chinese,3.6,34,5,0,Family,1
O006124,C0399,R0085,2025-12-15,Monday,10,247,Desserts,3.4,26,2,0,Movie Night,1
O006125,C0399,R0095,2026-04-26,Sunday,10,472,North Indian,3.8,25,4,0,Work Lunch,1
O006126,C0399,R0098,2026-03-17,Tuesday,17,690,Burgers,4.1,33,5,1,Family,1
O006127,C0400,R0139,2026-07-30,Thursday,12,404,North Indian,4.4,29,5,1,Routine,0
O006128,C0400,R0070,2025-10-07,Tuesday,21,258,Cafe,3.6,24,5,0,Work Lunch,0
O006129,C0400,R0099,2026-08-31,Monday,8,319,North Indian,3.8,28,5,1,Routine,0
O006130,C0400,R0119,2025-11-05,Wednesday,19,531,Desserts,4.2,37,5,0,Work Lunch,0
O006131,C0400,R0030,2026-02-02,Monday,17,216,Thai,4.0,38,5,0,Routine,0
O006132,C0401,R0089,2026-01-02,Friday,8,503,Chinese,3.9,30,4,1,Date Night,1
O006133,C0401,R0068,2026-04-29,Wednesday,12,532,Thai,4.3,20,4,0,Late Night,1
O006134,C0401,R0089,2025-09-05,Friday,19,486,Chinese,3.9,30,3,0,Movie Night,1
O006135,C0401,R0035,2026-05-01,Friday,10,492,Desserts,4.6,27,2,1,Movie Night,0
O006136,C0401,R0068,2025-09-06,Saturday,21,487,Thai,4.3,20,4,0,Work Lunch,1
O006137,C0402,R0128,2025-12-25,Thursday,19,306,Italian,4.2,25,4,0,Movie Night,0
O006138,C0402,R0148,2025-11-26,Wednesday,18,292,Burgers,3.8,32,3,1,Date Night,0
O006139,C0402,R0022,2026-04-30,Thursday,18,569,Biryani,3.7,38,4,0,Movie Night,0
O006140,C0402,R0004,2025-10-31,Friday,9,233,South Indian,4.4,43,4,0,Movie Night,0
O006141,C0402,R0121,2026-05-16,Saturday,13,437,Italian,4.8,41,5,0,Routine,0
O006142,C0402,R0032,2025-11-06,Thursday,22,532,Italian,4.3,34,5,0,Friends,1
O006143,C0402,R0058,2026-08-02,Sunday,19,570,North Indian,4.7,24,5,1,Late Night,0
O006144,C0402,R0063,2025-12-12,Friday,8,267,Pizza,4.2,32,4,0,Date Night,0
O006145,C0402,R0138,2025-10-03,Friday,8,834,North Indian,4.6,22,4,0,Work Lunch,0
O006146,C0402,R0103,2025-10-14,Tuesday,10,283,Italian,4.9,32,5,1,Routine,0
O006147,C0402,R0008,2025-11-13,Thursday,22,688,Biryani,3.9,25,5,1,Movie Night,0
O006148,C0402,R0003,2025-11-13,Thursday,12,327,Chinese,4.0,24,3,0,Routine,0
O006149,C0402,R0032,2026-01-28,Wednesday,18,661,Italian,4.3,34,5,0,Routine,1
O006150,C0402,R0052,2026-08-15,Saturday,8,545,Thai,4.7,29,3,0,Routine,0
O006151,C0403,R0034,2026-08-05,Wednesday,18,590,Burgers,4.8,40,5,1,Movie Night,0
O006152,C0403,R0069,2026-08-22,Saturday,21,392,South Indian,4.4,30,4,0,Work Lunch,0
O006153,C0403,R0063,2026-04-30,Thursday,9,252,Pizza,4.2,32,5,1,Date Night,0
O006154,C0403,R0101,2026-09-01,Tuesday,17,355,Chinese,4.2,27,2,1,Late Night,0
O006155,C0403,R0023,2026-08-15,Saturday,20,923,Cafe,4.1,21,4,1,Family,0
O006156,C0403,R0009,2026-05-03,Sunday,9,534,Biryani,4.4,30,5,1,Work Lunch,0
