customer_id,city,age,customer_segment,derived_top_cuisine,top_3_cuisines,derived_avg_order_value,orders_observed,avg_customer_rating,observed_discount_rate,weekend_order_share,late_night_share,repeat_order_share,unique_restaurants_tried,dietary_preference,healthy_affinity,spicy_affinity,exploration_affinity,loyalty_affinity
C0458,Chennai,45,Food Explorer,Biryani,"Biryani, Chinese, South Indian",371.0,17,4.06,0.47,0.29,0.12,0.82,9,High-Protein,0.32,0.32,0.63,0.58
C0459,Chennai,19,Convenience Seeker,Biryani,"Biryani, Chinese, South Indian",439.0,6,3.67,0.17,0.17,0.0,0.33,5,Vegan,0.74,0.48,0.35,0.69
C0460,Pune,29,Food Explorer,Cafe,"Cafe, Biryani, North Indian",442.0,16,4.12,0.19,0.5,0.06,0.44,12,No Preference,0.49,0.44,0.11,0.64
C0461,Chennai,37,Food Explorer,Biryani,"Biryani, Burgers, Chinese",394.0,17,4.41,0.18,0.29,0.18,0.82,8,Vegetarian,0.69,0.26,0.25,0.76
C0462,Chennai,27,Health Conscious,Biryani,"Biryani, Chinese, South Indian",365.0,9,4.11,0.44,0.11,0.11,0.44,7,No Preference,0.73,0.48,0.19,0.83
C0463,Mumbai,46,Health Conscious,South Indian,"South Indian, Chinese, Desserts",539.0,20,3.65,0.25,0.15,0.1,0.45,15,Jain,0.82,0.73,0.67,0.88
C0464,Kolkata,36,Food Explorer,Italian,"Italian, Pizza, Thai",349.0,13,4.15,0.92,0.15,0.15,0.85,6,Vegetarian,0.12,0.59,0.29,0.2
C0465,Bengaluru,44,Food Explorer,Biryani,"Biryani, Chinese, Healthy",561.0,6,4.0,0.17,0.33,0.0,0.33,5,No Preference,0.29,0.87,0.38,0.32
C0466,Hyderabad,26,Budget Explorer,South Indian,"South Indian, Thai, Italian",590.0,30,4.03,0.83,0.4,0.07,0.87,11,Jain,0.74,0.67,0.6,0.36
C0467,Delhi,28,Food Explorer,Burgers,"Burgers, Healthy, South Indian",563.0,10,4.3,1.0,0.4,0.3,0.4,7,No Preference,0.25,0.83,0.31,0.66
C0468,Mumbai,39,Food Explorer,Chinese,"Chinese, Biryani, Maharashtrian",472.0,26,4.19,0.46,0.31,0.08,0.73,14,Vegetarian,0.33,0.23,0.14,0.81
C0469,Chennai,24,Food Explorer,Biryani,"Biryani, South Indian, Thai",346.0,7,3.71,0.86,0.14,0.29,0.57,5,Low-Calorie,0.58,0.53,0.79,0.23
C0470,Mumbai,31,Health Conscious,Cafe,"Cafe, Chinese, Desserts",475.0,17,4.06,0.35,0.53,0.12,0.59,12,Vegan,0.82,0.47,0.37,0.25
C0471,Mumbai,33,Convenience Seeker,Healthy,"Healthy, South Indian, Maharashtrian",594.0,28,4.07,0.5,0.14,0.14,0.43,20,No Preference,0.55,0.77,0.3,0.71
C0472,Hyderabad,44,Food Explorer,South Indian,"South Indian, Biryani, Desserts",621.0,11,4.36,0.82,0.0,0.0,0.36,9,No Preference,0.39,0.44,0.51,0.2
C0473,Hyderabad,21,Food Explorer,Thai,"Thai, Desserts, South Indian",627.0,8,3.75,0.5,0.62,0.0,0.5,6,No Preference,0.35,0.44,0.63,0.54
C0474,Kolkata,37,Health Conscious,Italian,"Italian, Chinese, Maharashtrian",395.0,19,4.16,0.74,0.42,0.16,0.84,10,High-Protein,0.77,0.65,0.26,0.56
C0475,Pune,30,Food Explorer,Cafe,"Cafe, Pizza, Biryani",566.0,7,4.14,0.43,0.43,0.14,0.57,5,No Preference,0.39,0.64,0.51,0.38
C0476,Kolkata,55,Health Conscious,Italian,"Italian, Pizza, Maharashtrian",353.0,24,3.79,0.92,0.17,0.12,0.92,9,Low-Calorie,0.74,0.9,0.51,0.24
C0477,Ahmedabad,18,Food Explorer,Biryani,"Biryani, Chinese, Burgers",446.0,19,4.0,0.26,0.16,0.21,0.32,16,Vegetarian,0.59,0.22,0.63,0.76
C0478,Bengaluru,24,Food Explorer,Biryani,"Biryani, Desserts, Maharashtrian",601.0,22,4.09,0.82,0.18,0.18,0.64,13,Vegetarian,0.5,0.48,0.15,0.82
C0479,Chennai,43,Food Explorer,Biryani,"Biryani, Burgers, Thai",480.0,10,4.2,0.8,0.3,0.3,0.7,6,Vegetarian,0.24,0.53,0.69,0.46
C0480,Hyderabad,26,Food Explorer,Pizza,"Pizza, Chinese, North Indian",633.0,15,4.07,1.0,0.4,0.07,0.53,10,Vegetarian,0.45,0.2,0.86,0.6
C0481,Mumbai,51,Convenience Seeker,Chinese,"Chinese, Biryani, South Indian",447.0,25,3.88,0.16,0.32,0.2,0.44,19,No Preference,0.36,0.34,0.44,0.85
C0482,Chennai,18,Health Conscious,Chinese,"Chinese, Biryani, South Indian",420.0,17,3.76,0.47,0.24,0.12,0.65,9,No Preference,0.81,0.21,0.4,0.78
C0483,Hyderabad,46,Food Explorer,South Indian,"South Indian, Burgers, Chinese",547.0,21,4.24,0.67,0.24,0.19,0.76,11,No Preference,0.91,0.86,0.42,0.56
C0484,Mumbai,28,Convenience Seeker,Chinese,"Chinese, Cafe, Biryani",518.0,20,4.2,0.2,0.3,0.05,0.5,14,Vegetarian,0.91,0.54,0.53,0.72
C0485,Chennai,19,Health Conscious,Biryani,"Biryani, South Indian, Chinese",450.0,17,3.94,0.24,0.18,0.12,0.88,7,Low-Calorie,0.79,0.62,0.81,0.48
C0486,Mumbai,49,Food Explorer,South Indian,"South Indian, Cafe, Maharashtrian",517.0,15,4.0,0.4,0.13,0.13,0.4,11,No Preference,0.22,0.32,0.18,0.28
C0487,Bengaluru,44,Food Explorer,Chinese,"Chinese, South Indian, Biryani",492.0,14,4.0,0.14,0.36,0.07,0.57,10,No Preference,0.9,0.86,0.81,0.34
C0488,Bengaluru,55,Food Explorer,Biryani,"Biryani, Chinese, Maharashtrian",494.0,16,4.12,0.75,0.31,0.19,0.38,13,Low-Calorie,0.3,0.85,0.49,0.46
C0489,Ahmedabad,24,Food Explorer,Burgers,"Burgers, Biryani, Healthy",584.0,10,4.2,0.9,0.2,0.3,0.0,10,No Preference,0.56,0.24,0.73,0.26
C0490,Hyderabad,53,Budget Explorer,Italian,"Italian, Biryani, Desserts",672.0,10,4.0,0.9,0.4,0.2,0.5,7,No Preference,0.42,0.4,0.58,0.78
C0491,Ahmedabad,50,Budget Explorer,Cafe,"Cafe, Italian, Chinese",434.0,15,3.6,0.6,0.13,0.0,0.33,12,Vegetarian,0.85,0.28,0.68,0.9
C0492,Pune,39,Food Explorer,Biryani,"Biryani, Cafe, North Indian",451.0,12,3.83,0.58,0.33,0.0,0.5,9,No Preference,0.65,0.1,0.11,0.67
C0493,Mumbai,29,Convenience Seeker,Chinese,"Chinese, Maharashtrian, Cafe",461.0,13,3.46,0.62,0.31,0.23,0.31,11,Vegan,0.79,0.48,0.53,0.82
C0494,Pune,40,Health Conscious,Biryani,"Biryani, Cafe, North Indian",424.0,34,4.38,0.5,0.47,0.21,0.74,19,No Preference,0.88,0.4,0.12,0.36
C0495,Bengaluru,32,Convenience Seeker,North Indian,"North Indian, Desserts, Chinese",571.0,17,4.0,0.35,0.24,0.29,0.53,12,No Preference,0.58,0.52,0.42,0.8
C0496,Ahmedabad,54,Convenience Seeker,South Indian,"South Indian, Chinese, Maharashtrian",448.0,11,4.18,0.91,0.09,0.09,0.0,11,No Preference,0.12,0.92,0.32,0.79
C0497,Bengaluru,53,Food Explorer,South Indian,"South Indian, Maharashtrian, Healthy",505.0,17,3.82,0.24,0.29,0.06,0.35,14,Vegetarian,0.54,0.52,0.43,0.24
C0498,Mumbai,32,Food Explorer,Chinese,"Chinese, Healthy, South Indian",554.0,8,4.25,0.25,0.38,0.12,0.5,6,No Preference,0.29,0.69,0.75,0.89
C0499,Bengaluru,30,Food Explorer,Chinese,"Chinese, Maharashtrian, Healthy",363.0,17,3.65,0.94,0.18,0.18,0.59,10,Vegetarian,0.31,0.19,0.6,0.4
C0500,Pune,21,Health Conscious,Biryani,"Biryani, North Indian, Cafe",483.0,13,3.77,0.23,0.15,0.0,0.54,9,Vegan,0.88,0.42,0.2,0.88
